t_s,Tm_HIP_X,Tm_HIP_Y,Tm_SHIN_ANKLE,Tm_SHIN_KNEE,Tm_SPN_X,Tm_SPN_Z,Tm_TALUS,Tm_THIGH_U,P_HIP_X,P_HIP_Y,P_SHIN_ANKLE,P_SHIN_KNEE,P_SPN_X,P_SPN_Z,P_TALUS,P_THIGH_U,Ts_spine,Ts_pelvis,Ts_hip,Ts_thigh_u,Ts_thigh_l,Ts_shin,Ts_ankle,T_amb,T_torso
0.0,38.33884468049904,38.22970385108466,35.22315896284353,33.68071455597659,40.41460719070089,41.08078796237521,46.516019452646994,36.500792767713975,7.513988049910669,5.235969731267015,6.70434274080482,2.1766641539614584,2.8788803490531416,2.7854494362221183,52.92390133172526,5.883171362311287,37.68577777777778,33.081547008547005,31.94121367521368,26.36868376068376,28.44102564102564,25.367623931623932,40.44225641025639,22.752931623931627,22.752931623931627
2.0,38.43535537753712,38.29515678927436,35.321086911645516,33.74048612498006,40.476052154707894,41.142178545534705,47.659754677312115,36.58457473928734,6.988666448639329,5.1268026307744305,6.674771526341908,5.484988868996575,2.8318351314677908,2.8146593997690923,53.082654757884754,6.774716312667785,37.69167948717949,33.10171794871795,31.92033333333334,26.389012820512818,28.449615384615385,25.3975641025641,40.43069230769229,22.721717948717952,22.721717948717952
4.0,38.530392369862106,38.35931550776885,35.417257558559754,33.799319884208444,40.53645015394287,41.20262211056207,48.76745237572972,36.66739573692158,6.918834988889065,5.494967897281909,6.789740260084294,5.445920031732803,2.7912664763737576,2.894371119535587,53.08514359664731,6.8045499904,37.69844425863991,33.121121516165,31.89996767001115,26.408813266443698,28.457725752508363,25.426711817168336,40.42652508361202,22.69255462653289,22.69255462653289
6.0,38.623955657474,38.42218000656812,35.511670903586236,33.85721583366175,40.59580118840582,41.2621186574573,49.83911254789979,36.74925576061667,6.9127382991205,5.5668903636521305,6.774438839124399,5.471855260453553,2.8025035399171814,2.793780358457873,53.292898230881526,6.716774927406887,37.70607209215905,33.13975771088815,31.880116685247124,26.428085098476398,28.46535674470457,25.455067075436638,40.42975473801559,22.665441657376444,22.665441657376444
8.0,38.71604524037279,38.48375028567218,35.604326946724974,33.91417397333997,40.65410525809674,41.32066818622041,50.87473519382234,36.83015481037263,6.876511472234682,5.529137993783119,6.70116702552109,5.437183155160124,2.820937992439545,2.774964156387561,53.45412544444773,6.788730109913532,37.7145629877369,33.157626532887406,31.86078037904125,26.446828316610922,28.472508361204014,25.482629877369003,40.440381270902996,22.64037904124861,22.64037904124861
10.0,38.806661118558495,38.54402634508103,35.69522568797596,33.97019430324312,40.71136236301563,41.37827069685139,51.87432031349736,36.91009288618946,6.775988622754491,5.529562874251496,6.690040718562874,5.415533532934131,2.8007374251497006,2.811331137724551,53.75858622754491,6.759817964071857,37.72391694537347,33.174727982162764,31.841958751393534,26.465042920847264,28.47918060200669,25.509400222965436,40.45840468227423,22.61736677814939,22.61736677814939
12.0,38.89580329203109,38.60300818479466,35.784367127339195,34.02527682337118,40.76757250316249,41.434926189350236,52.837867906924856,36.98906998806715,6.81066765285996,5.558026429980276,6.71061301775148,5.447372978303748,2.782589644970414,2.7980925049309664,53.99063727810651,6.821248915187377,37.73413396506874,33.19106205871424,31.823651802303974,26.482728911185426,28.4853734671126,25.53537811222593,40.483824972129305,22.596404868078785,22.596404868078785
14.0,38.98347176079059,38.66069580481307,35.87175126481468,34.079421533724165,40.82273567853733,41.49063466371696,53.76537797410482,37.0670861160057,6.875809138172807,5.5670497445782905,6.733069035684449,5.487992892413863,2.848735277181058,2.7598109154689356,54.10830201993083,6.8159416248955695,37.74521404682274,33.20662876254181,31.805859531772573,26.49988628762541,28.49108695652174,25.560563545150494,40.516642140468214,22.577493311036793,22.577493311036793
16.0,39.069666524837004,38.71708920513628,35.957378100402416,34.13262843430207,40.876851889140134,41.545396119951555,54.65685051503726,37.144141270005115,6.894579084468842,5.569635384378062,6.745089889648516,5.51106907814115,2.847296535119701,2.73821927507595,54.35567591499075,6.826065904958789,37.757157190635446,33.221428093645486,31.78858193979933,26.516515050167218,28.496321070234114,25.584956521739123,40.556856187290954,22.560632107023412,22.560632107023412
18.0,39.154387584170316,38.772188385764274,36.0412476341024,34.184897525104894,40.92992113497092,41.599210558054025,55.512285529722185,37.220235450065395,6.850954981835351,5.549235367948903,6.764255665140923,5.4866956667147555,2.796906994373549,2.8205654642149858,54.6324671764135,6.874061378152583,37.769963396506874,33.235460052025275,31.77181902638424,26.532615198810845,28.50107580824972,25.608557041991816,40.60446711259753,22.54582125603865,22.54582125603865
20.0,39.23763493879053,38.82599334669705,36.12335986591463,34.23622880613264,40.981943416029665,41.652077978024366,56.33168301815958,37.29536865618655,6.8232756205670775,5.635274514823022,6.852463590973579,5.493592614490119,2.782693228346579,2.8877366549702184,54.84959445225444,6.882659759023483,37.78363266443701,33.248724637681164,31.755570791527308,26.54818673355629,28.50535117056856,25.631365105908575,40.65947491638794,22.5330607580825,22.5330607580825
22.0,39.31940858869764,38.87850408793461,36.20371479583912,34.286622277385305,41.03291873231639,41.703998379862576,57.11504298034944,37.369540888368554,6.939802118222381,5.670594294508043,6.888783288135957,5.5772292282097276,2.772778395860786,2.8310333912854806,54.618307571164706,6.8227663290464635,37.79816499442586,33.261221850613154,31.739837235228535,26.56322965440356,28.509147157190633,25.6533807134894,40.721879598662184,22.522350613154963,22.522350613154963
24.0,39.39970853389164,38.929720609476924,36.28231242387582,34.33607793886286,41.082847083831034,41.75497176356862,57.86236541629173,37.44275214661139,6.823726886807872,5.597536803430323,6.802174016358106,5.572843712533399,2.812459588456592,2.817145421041816,54.822518803822334,6.74580845949912,37.81356038647339,33.27295169082122,31.724618357487884,26.577743961352628,28.512463768115907,25.674603864734273,40.79168115942025,22.513690821256013,22.513690821256013
26.0,39.48207289242244,38.97530015905421,36.361625488069485,34.384229141752385,41.131144881816475,41.804995438226655,58.58644692190168,37.52059655578058,6.814697788618878,5.413964234771782,6.821372667746799,5.574329842313585,2.8225685402857774,2.935409315500642,55.421635778740374,6.566715936131847,37.83109661835745,33.28248792270528,31.699516908212523,26.591864734299484,28.514096618357456,25.693913043478233,40.87114975845406,22.50628019323669,22.50628019323669
28.0,39.566487291653544,39.02528061526008,36.43882202853293,34.43063982158319,41.17643323451698,41.856149667760164,59.257436683650305,37.596978816650235,6.870899290547667,5.327760051511562,6.73414087069858,5.546213634362678,2.817822715274645,2.9632951758020285,55.44803820724706,6.540146159201623,37.85101449275358,33.29374396135262,31.677207729468563,26.60645893719804,28.515536231884028,25.715077294685962,40.96709178743957,22.50385024154587,22.50385024154587
30.0,39.64586681707558,39.07422305999102,36.51277671291462,34.47599870481995,41.22570308501234,41.90716701122882,59.87720368523551,37.667329096784094,6.9059332170975765,5.538611338817257,6.770719780985749,5.430489710335124,2.7806745006561755,2.8290097650886863,55.12168496720017,6.78242132872431,37.87019323671493,33.30439613526566,31.658729468598995,26.61723188405794,28.515367149758422,25.732338164251182,41.07525120772942,22.503183574879202,22.503183574879202
32.0,39.71994754034738,39.11863461828654,36.582591083612996,34.522779441856926,41.27680375669925,41.95334860996323,60.454537694671416,37.73452693195892,6.875067489459675,5.5419386627254665,6.863150417898292,5.441243236348828,2.820636791935836,2.807347958900477,55.371341023063174,6.801199802679777,37.887289855072424,33.31273913043474,31.64334299516905,26.62771497584538,28.513951690821223,25.750859903381613,41.190067632850194,22.503492753623163,22.503492753623163
34.0,39.79009005065359,39.161484178957764,36.651568306882716,34.56844821774898,41.324348903411384,41.9980518830176,60.99794286758327,37.80331178627149,6.811822743171427,5.551979392856326,6.855080608193664,5.468869341386028,2.8396184763658705,2.801589441701649,55.467394016279,6.824819086659515,37.90573913043474,33.32251207729465,31.6290869565217,26.639613526570017,28.514652173913014,25.77102898550722,41.30456521739126,22.505768115942004,22.505768115942004
36.0,39.85699331529072,39.20407943919723,36.71892073374653,34.61146759111835,41.369652678888635,42.04282898313779,61.514956732072406,37.87097393982698,6.845226403778313,5.578641664,6.81236656293012,5.475340358091566,2.8032744449156626,2.799682127961446,55.47894064370121,6.820700198939759,37.92532367149754,33.3345024154589,31.618173913043442,26.651028985507214,28.519053140096588,25.78723188405794,41.416908212560344,22.510347826086928,22.510347826086928
38.0,39.92345115752173,39.245868456278004,36.78296217291901,34.65497298094524,41.41172710069221,42.086077941518994,62.008739888408826,37.933968091855185,6.810302396003843,5.5780107912560535,6.808795606710371,5.419280517224823,2.7620104382203117,2.7893543951373814,55.50658463272506,6.800434864832137,37.94399999999996,33.342323671497546,31.612782608695618,26.663111111111082,28.52213526570045,25.80229951690818,41.52857487922701,22.515091787439587,22.515091787439587
40.0,39.98969710327808,39.290181811272326,36.848379201154316,34.69960996561543,41.45095384163124,42.12865797580671,62.47957060964932,37.99690099024929,6.854228765231714,5.656078292572783,6.76575707646719,5.386473720893353,2.7653679342058357,2.8095124946634873,55.74635439542349,6.865425387214319,37.963328502415415,33.34379710144923,31.61209178743958,26.674613526570017,28.523705314009632,25.817236714975817,41.63835748792266,22.517763285024127,22.517763285024127
42.0,40.05254882720978,39.333785453862816,36.910592770073,34.74229510941049,41.49167333123167,42.170551444581264,62.926135358364704,38.05903562238282,6.979205918131616,5.622922215406398,6.68625606859259,5.434242227248643,2.778129137143967,2.870242051444442,55.65979137357087,6.91953314890379,37.98364734299513,33.345743961352625,31.611057971014457,26.686115942028955,28.527173913043445,25.82882608695649,41.74966666666662,22.51902898550722,22.51902898550722
44.0,40.11152843913255,39.376153022422955,36.96801430130741,34.784322932186036,41.532610459868806,42.20982924778182,63.35215855599577,38.117220619236214,6.9097701291911475,5.5061040730012065,6.75516674847163,5.531708297091348,2.798425826189135,2.8626972112547286,55.675300497229784,6.906286565884909,38.00346859903377,33.347111111111076,31.609415458937164,26.696371980676297,28.5311256038647,25.838676328502387,41.8608792270531,22.519458937198042,22.519458937198042
46.0,40.166040456953844,39.41888961099709,37.022765568453366,34.825458545806455,41.57397514328885,42.249166619619224,63.75702764474124,38.172087473320595,6.788870674084578,5.544631671393574,6.832822140235207,5.642435922958259,2.809668035920581,2.8047494135397484,55.90687448516908,6.990713782723052,38.020652173913,33.346241545893676,31.611057971014457,26.707753623188378,28.53536714975842,25.848396135265673,41.970748792270484,22.52140096618355,22.52140096618355
48.0,40.21907365590025,39.46072167038545,37.076198317324554,34.8659346415865,41.61767975736113,42.28651527898241,64.14582735594125,38.22745052923773,6.858685186393581,5.528648146558761,6.814777774187226,5.681907405140703,2.781344446897796,2.8604018547400716,56.087781481537284,6.954403700596125,38.039057971014444,33.34752657004827,31.617434782608658,26.723903381642483,28.54275362318837,25.85964251207727,42.08445410628015,22.525425120772923,22.525425120772923
50.0,40.27318241401429,39.503327328036725,37.130814007047306,34.90072603192741,41.65821468272444,42.32499177307293,64.52178957623822,38.28341198437208,6.837170586345559,5.479323529399651,6.731598693692065,5.570562743761496,2.867608497076593,2.8966650309844955,56.09230261446927,6.826783659103747,38.06014975845406,33.351169082125566,31.629391304347788,26.740115942028954,28.551966183574848,25.87294685990335,42.207077294685945,22.52914975845408,22.52914975845408
52.0,40.32760528335642,39.54406376746344,37.18561348454525,34.93612391205258,41.70194396678763,42.36540694617486,64.88711943494744,38.338618564079596,6.828450342446808,5.572434684189053,6.819622049453453,5.494418487557089,2.843290218983635,2.8403422441308255,56.1410229274335,6.783016829276607,38.082439613526525,33.357420289855035,31.641690821256,26.752338164251178,28.55868599033813,25.885285024154562,42.33222222222218,22.532067632850218,22.532067632850218
