t_s,Tm_HIP_X,Tm_HIP_Y,Tm_SHIN_ANKLE,Tm_SHIN_KNEE,Tm_SPN_X,Tm_SPN_Z,Tm_TALUS,Tm_THIGH_U,P_HIP_X,P_HIP_Y,P_SHIN_ANKLE,P_SHIN_KNEE,P_SPN_X,P_SPN_Z,P_TALUS,P_THIGH_U,Ts_spine,Ts_pelvis,Ts_hip,Ts_thigh_u,Ts_thigh_l,Ts_shin,Ts_ankle,T_amb
20.0,78.15048937080917,74.20700362947922,62.67645529631388,61.11978483110922,70.25273189442646,64.38544693231846,,71.43347999086548,70.28323010878555,56.591690765792606,66.72409127308309,53.96297719121412,27.77806931747712,27.3347968152335,0.0,68.94338975121165,55.6389414715719,54.40570289855073,54.20958751393532,38.39903567447045,42.68671794871795,33.93876867335562,40.42919063545149,23.139788740245255
22.0,78.84500989609813,74.60303344432239,63.35928912220135,61.54185864503302,70.66319963815376,64.79961663639627,,72.10851505657337,70.33318261987502,56.41030599784254,66.96339758996828,54.052353542595235,27.95430085582263,27.299533510018524,0.0,68.89181010317746,55.73241137123745,54.41176365663322,54.18818673355627,38.406499442586394,42.696705128205124,33.92822296544034,40.416322742474904,23.139926978818277
24.0,79.53146543079707,74.99215165762557,64.02747113895437,61.95706095616245,71.06720062159951,65.208567969376,,72.77167782641116,70.46234429688963,56.46058365427282,67.31341855110226,54.17067620198449,27.994428588731658,27.409082215889168,0.0,68.93479259198156,55.83081159420284,54.4183864734299,54.16805314009656,38.41437198067628,42.70677777777773,33.91820772946856,40.40395652173908,23.14072946859901
26.0,80.2515153680601,75.38139617274732,64.72264114678302,62.384286018433635,71.48651889123518,65.62385728406674,,73.45601206830857,70.78665454545455,56.467035950413226,67.33301446280991,54.2233520661157,27.744094834710744,27.56224855371901,0.0,69.08796611570249,55.943077294685935,54.42518357487916,54.14647826086951,38.425516908212515,42.717333333333286,33.90634299516904,40.38895652173909,23.136671497584516
28.0,80.9532443737835,75.75842914898013,65.38369054939079,62.80181975515231,71.89057590223419,66.04215180672034,,74.1137272047848,70.47150679195408,56.60129009993463,67.58049340732185,54.36133406217041,28.240997611450794,27.4412441020256,0.0,69.36393098720359,56.057999999999936,54.432541062801874,54.123898550724576,38.43514975845406,42.72695652173908,33.89573429951687,40.37482608695648,23.131971014492727
30.0,81.63456393886722,76.1189564089674,66.01898367971684,63.201714827260204,72.28157454202513,66.44353812263454,,74.75391687062817,70.91209070065955,57.07135380416209,67.84158249380025,54.369516499712965,27.968287479721532,27.449831645909807,0.0,69.42626077560264,56.175497584541,54.440855072463705,54.10296135265694,38.44353623188402,42.735719806763235,33.88676811594199,40.362048309178704,23.131212560386444
32.0,82.2927916370075,76.47776827783895,66.63889727261056,63.59231449548809,72.65327512033495,66.83977819618255,,75.37489192336052,71.4959500032,56.778709546057144,67.8468395744,54.45874910125714,28.123118910857144,27.659928064914286,0.0,69.89075220297143,56.29589855072458,54.451777777777714,54.0881400966183,38.45211594202895,42.74364734299512,33.87983091787436,40.35110628019319,23.135410628019297
34.0,82.92429430248859,76.83682545476174,67.23571406047101,63.96979103720859,73.02321794769001,67.22453059215756,,75.96750132560415,71.7324645002045,56.60937349990001,67.9292963660052,54.56950666630155,28.12938419643117,27.58140946838412,0.0,69.96112483627553,56.41999033816418,54.473072463768055,54.07670048309173,38.45928019323668,42.75254106280188,33.873483091787406,40.34248309178739,23.142024154589347
36.0,83.55142559468395,77.18168077508976,67.81448024194005,64.33738920382049,73.37635929903603,67.60218111322199,,76.54829551325497,71.72575505193801,57.11444113783921,68.00908157948146,54.707913914970085,28.181486486839706,27.6587044548866,0.0,70.10736286457576,56.54541545893713,54.50176811594197,54.06530434782603,38.46824637681155,42.76420289855068,33.86868115942025,40.33483574879222,23.150956521739104
38.0,84.1561458729773,77.51826033074498,68.36143869371037,64.70038492508218,73.72247216185623,67.95521040128978,,77.10578596085071,71.54341550482754,57.02851231796036,68.21285033590449,54.68165464099144,28.21194633745085,27.74563103673341,0.0,70.21850933520328,56.670275362318776,54.52474879227047,54.055391304347765,38.48045410628015,42.775608695652124,33.86455555555552,40.329217391304304,23.163333333333306
40.0,84.75646280392374,77.85981759273872,68.88563003472464,65.04709684392702,74.05301237905783,68.31180693873708,,77.65680771722957,71.57719294884254,57.155666963694614,67.97160526898979,54.638934619226085,28.241972883000862,27.666952684306636,0.0,70.34545872811042,56.799178743961285,54.5349323671497,54.04590821256032,38.49073913043473,42.78673429951686,33.86084057971011,40.32485507246373,23.177898550724613
42.0,85.33613443993157,78.18611120232887,69.38985930174877,65.38632363382632,74.37780095550993,68.6533187238303,,78.18965936553019,72.08443566644823,57.0649962813484,68.16888379873089,54.94296777488292,28.137954282083662,27.828373624986014,0.0,70.16027310311206,56.9360821256038,54.532999999999944,54.0357053140096,38.499985507246336,42.800555555555505,33.85909661835745,40.32097584541059,23.190396135265672
44.0,85.89503279933898,78.50293037855654,69.87326486202684,65.7168201422511,74.69530591857499,68.98480963336415,,78.70794600449005,72.03796937400628,57.124954058312056,68.59902507376547,54.72927159478769,28.450967539447728,27.730465031421815,0.0,70.14495388138482,57.07406763285017,54.526270531400904,54.02715458937191,38.51090338164247,42.817048309178695,33.857280193236676,40.3186328502415,23.20077777777775
46.0,86.42243796514315,78.82003937200923,70.32674891034029,66.0346681496641,75.00957691746866,69.30767115230881,,79.20722191705931,72.15369543100596,57.15439542675615,68.65602726744721,54.78035452922803,28.344797728657134,27.81287272091642,0.0,71.10050003642688,57.20673913043472,54.520415458937144,54.02075362318834,38.52264734299513,42.83441062801928,33.855173913043444,40.317705314009615,23.2119951690821
48.0,86.93253164959694,79.12490801821049,70.77126053156802,66.33508426762805,75.30968590355131,69.62480273262442,,79.69610719939205,72.36908896752009,57.23483253831531,68.69521015986372,55.07740266736733,28.495507628150936,27.906290895174745,0.0,70.58412479285013,57.33477777777772,54.51047342995163,54.015777777777714,38.53386473429948,42.85206280193231,33.85256038647339,40.31629468599029,23.222792270531375
50.0,87.45404375627244,79.43734078191355,71.21024145946723,66.6291625165981,75.60059507808766,69.9396347329904,,80.18636818589253,72.66314377150648,57.32794376838996,68.98046581269008,55.0225892741669,28.402040438657938,27.906923335653413,0.0,70.65631419229636,57.460531400966126,54.4971207729468,54.01089855072458,38.543903381642465,42.869425120772895,33.84861835748789,40.31067632850237,23.23135748792268
52.0,87.96176660197946,79.7253441518602,71.62854257873961,66.91151944264685,75.87816375337955,70.23608741797122,,80.66513579645407,73.24332204172622,57.60748903232772,68.90134885209659,54.98878444607397,28.173579011855377,27.810382801101795,0.0,70.7036348966518,57.585681159420226,54.47874879227047,54.004787439613466,38.54854106280189,42.88469565217387,33.84313043478257,40.30068115942024,23.23530917874394
54.0,88.45987590481917,80.00371214463645,72.0378120972387,67.19277643403281,76.16617467590589,70.53118308875054,,81.13993620789545,72.80196171081573,57.22672733616709,69.02904331620063,55.128381807354735,28.403221406872994,27.849203768409808,0.0,71.03880934631498,57.71130434782602,54.45262318840574,53.998545893719744,38.54838164251203,42.89967632850237,33.837705314009625,40.29152173913039,23.234077294685967
56.0,88.93940100087686,80.27524217396885,72.43145802688308,67.46170304893786,76.44313426319036,70.81630319099709,,81.59506962637774,72.48698093223307,57.684499209675586,69.11997694221103,55.198814932963785,28.46364320025197,27.870757864844094,0.0,70.96856336191496,57.83730434782602,54.418439613526516,53.990879227053085,38.547028985507204,42.916169082125556,33.83217391304344,40.28358454106275,23.230695652173885
58.0,89.4113941217126,80.55451687538145,72.81574066171902,67.73182945647679,76.70986734575261,71.08849852686514,,82.0504326508652,73.02990581608819,57.417964157177956,69.51592532580787,55.25574754146772,28.308690303974803,27.918650236573228,0.0,71.16388572835275,57.96363285024148,54.376449275362255,53.981096618357434,38.543260869565174,42.93237198067628,33.82397101449271,40.27487439613522,23.225768115942003
60.0,89.85760620148307,80.80953141727579,73.19944052216093,67.99404043853698,76.97783624836165,71.35602832184051,,82.4961182768624,73.07941682646694,57.75325459416733,69.11748325469323,55.117479071566535,28.637149595359364,27.987169322670916,0.0,71.3984982874773,58.08846376811588,54.335347826086895,53.97090338164246,38.53829951690817,42.94770531400962,33.814753623188366,40.264618357487876,23.221135265700457
62.0,90.30103086790292,81.05366029707021,73.58011590791408,68.24718247282263,77.25296217531059,71.62074114135166,,82.93735430361814,73.14004775852341,57.68259179765212,69.2465045738344,55.24175376644599,28.535405861936677,28.120489703235215,0.0,71.52397731473798,58.21117874396129,54.299115942028926,53.96140096618352,38.532811594202855,42.96158937198064,33.804971014492715,40.25386956521735,23.213859903381618
64.0,90.74040374745411,81.29832899637508,73.95827270872529,68.49016118333523,77.51470222300625,71.8793964012215,,83.37553351365544,72.87510595596083,57.610586537387505,69.31824520196665,55.49630868833964,28.5709585390957,27.922196699771234,0.0,71.77415929221355,58.33415942028979,54.26226086956516,53.951294685990284,38.52633816425116,42.97527053140092,33.79267632850238,40.24433333333329,23.200420289855046
66.0,91.15889290053762,81.52710455025212,74.32601720050131,68.72527065149029,77.77586420436779,72.12371485180249,,83.80169171357423,73.12782954009012,57.75770101072421,69.24092554412232,55.51683085950666,28.49278215350329,27.927318739332257,0.0,71.72366282611705,58.45857971014486,54.22362801932361,53.93806763285018,38.517898550724595,42.988821256038605,33.77957487922701,40.23354106280189,23.18816908212558
68.0,91.56797472353324,81.75763484414207,74.69458989759774,68.96016021540629,78.03075420495348,72.36762966685103,,84.2195987989763,73.29081804362909,57.91664079087795,69.48176112111308,55.531976220397844,28.42243689520607,28.126607338552915,0.0,71.3389221464104,58.585661835748716,54.18201449275357,53.92398067632844,38.50656038647338,43.000536231884006,33.76559420289851,40.220246376811545,23.178473429951666
