t_s,Tm_ELBOW,Tm_J1,Tm_J2,Tm_PITCH,Tm_ROLL,Tm_TWIST,Tm_YAW,P_ELBOW,P_J1,P_J2,P_PITCH,P_ROLL,P_TWIST,P_YAW,Ts_humerus_u,Ts_humerus_l,Ts_forearm_u,Ts_forearm_l,Ts_wrist,Ts_hand,T_amb
0.0,44.829157445737984,47.84665601642218,46.93927705777772,47.40770175969125,46.82590240613746,42.00390051473596,47.09245745393215,7.135411781565034,7.069669680731976,7.25520380489601,33.0898502286058,33.09465246169556,7.5947084985502,32.11857365459579,29.728145299145297,33.5911623931624,33.37192307692306,31.08865811965814,44.43989743589744,44.67592307692308,22.930717948717938
2.0,45.03781157203449,47.9559274418768,47.1541230700153,48.57482173231202,48.026259622932955,42.214508766776675,48.24012650871512,7.167426463079131,7.108532317480137,7.289224169983484,33.16456158010501,33.166763105187606,7.075229007836466,33.27497506356682,29.731935897435896,33.597410256410264,33.369923076923065,31.085089743589762,44.608538461538465,44.823884615384614,22.93853846153845
4.0,45.2402469395284,48.06333828275705,47.3628924554675,49.7089780001924,49.19204060169489,42.41895714921852,49.356830119321614,7.1482992460092944,7.09245929520503,7.159142211129748,33.33632839270089,33.25699447299895,7.090635929726332,33.20815602935278,29.73563266443701,33.60320011148273,33.368173913043464,31.082316610925325,44.783227424749164,44.97838461538461,22.94633110367892
6.0,45.436463548219706,48.168888539062934,47.565585214134316,50.81017056333241,50.32324534242326,42.617245662061514,50.442568285751626,7.105996877299659,6.969761053253249,7.177191312404219,33.45896632328016,33.368708636570695,7.119195021080958,33.232050214570236,29.739235600148643,33.60853195837979,33.36667558528427,31.080338721664823,44.963964325529545,45.13942307692307,22.954095875139345
8.0,45.62646139810841,48.27257821079444,47.76220134601574,51.87839942173205,51.41987384511807,42.809374305305646,51.49734100800516,7.136928105906313,7.012209979633401,7.207454989816701,33.56274114052953,33.486307942973525,7.067597352342159,33.47358370672098,29.74274470457079,33.61340579710146,33.36542809364547,31.07915607580826,45.150749163879595,45.306999999999995,22.961832775919724
10.0,45.81024048919451,48.374407297951585,47.95274085111179,52.913664575391294,52.48192610977931,42.99534307895092,52.521148286082216,7.183517574763692,7.040438292269171,7.247675086855314,33.71702920348983,33.58904742840148,7.012474236661832,33.59399840229421,29.746159977703456,33.61782162764772,33.36443143812708,31.07876867335564,45.34358193979933,45.48111538461538,22.969541806020057
12.0,45.98780082147801,48.47437580053436,48.13720372942245,53.915966024310165,53.50940213640699,43.17515198299732,53.51399011998279,7.1395648567827745,7.07285883486887,7.260111401919772,33.81619565674365,33.67375054203517,7.1184404735772855,33.66319146009976,29.749481419546637,33.621779450018586,33.363685618729086,31.07917651430696,45.54246265328874,45.661769230769224,22.977222965440347
14.0,46.159142394958906,48.57248371854277,48.315589980947735,54.88530376848866,54.50230192500111,43.34880101744487,54.47586650970689,7.2507052082176,7.1699974054912,7.2847871531392,33.836101203865596,33.8083742032896,7.0070226389632,33.923624013312,29.752709030100334,33.62527926421405,33.363190635451495,31.080379598662212,45.74739130434782,45.84896153846154,22.984876254180595
16.0,46.324265209637204,48.668731051976806,48.48789960568763,55.821677807926775,55.46062547556167,43.51629018229356,55.406777455254506,7.312165729015519,7.173247751384008,7.293753370073732,34.02466685559849,33.95991966421118,6.907844383559101,34.08241629084265,29.755842809364548,33.628321070234115,33.362946488294305,31.082377926421408,45.95836789297658,46.042692307692306,22.992501672240795
18.0,46.4831692655129,48.76311780083647,48.65413260364215,56.72508814262451,56.38437278808866,43.67761947754338,56.30672295662565,7.166217815377245,7.016791318380839,7.212839222265869,34.160739573218365,34.17516496356407,7.0795144198387225,33.988793809641514,29.758882757339276,33.63090486807878,33.362953177257516,31.085171497584543,46.17539241917502,46.24296153846153,23.00009921962095
20.0,46.635854562586,48.85564396512177,48.81428897481128,57.595534772581864,57.27354386258209,43.83278890319435,57.17570301382031,7.17079076975,7.0653761179500005,7.2511663047,34.26225941285,34.267873878850004,7.10861518515,34.1187041931,29.761828874024523,33.63303065774805,33.36321070234113,31.088760312151617,46.39846488294313,46.44976923076922,23.00766889632106
22.0,46.782321100856485,48.9463095448327,48.96836871919503,58.433017697798846,58.128138699041955,43.981798459246455,58.013717626838485,7.191232153886813,7.149833518892361,7.308924418855372,34.44897386281246,34.28313584347087,7.1606010104105815,34.36483675220622,29.764681159420284,33.634698439241916,33.36371906354514,31.09314437012263,46.62758528428092,46.663115384615374,23.01521070234113
24.0,46.922568880324356,49.035114539969236,49.11637183679336,59.23753691827541,58.948157297468214,44.124648145699666,58.82076679568014,7.179048607878526,7.1654539255751635,7.255871137873948,34.39507847992778,34.39274278634798,7.179396706660563,34.52062607412412,29.76743961352654,33.63590821256035,33.36447826086953,31.098323671497557,46.86275362318837,46.88299999999995,23.02272463768114
26.0,47.06141050359401,49.12529345532275,49.26295329108923,60.02065916656238,59.74809938270835,44.26586486636264,59.61339770830546,7.201021052207445,7.158605264886849,7.24561578844982,34.41073684052894,34.54710525972835,7.121184210215644,34.42008947510249,29.77144444444442,33.63899999999997,33.3643526570048,31.104541062801903,47.12581642512073,47.13308212560382,23.03431884057969
