t_s,Tm_ELBOW,Tm_J1,Tm_J2,Tm_PITCH,Tm_ROLL,Tm_TWIST,Tm_YAW,P_ELBOW,P_J1,P_J2,P_PITCH,P_ROLL,P_TWIST,P_YAW,Ts_humerus_u,Ts_humerus_l,Ts_forearm_u,Ts_forearm_l,Ts_wrist,Ts_hand,T_amb
0.0,49.42053201514291,52.997332945942574,56.417069032459054,54.73081885184645,50.78993379511767,46.761308548564685,53.852680919754775,11.644402148203165,4.974426177490452,19.782982396863833,7.574257079445721,1.0325575088226635,3.664873818554182,1.598550644065413,32.86593162393162,36.464726495726495,35.516025641025635,33.256641025641024,51.102769230769226,50.48503418803418,23.082153846153847
2.0,49.74727760596543,53.07786221188291,56.95971563831853,54.99672926958856,50.833902387071745,46.8737778999594,53.91676817364225,11.67222296782031,4.862488148626345,19.7801435225614,7.583245315198138,1.0043571436748893,3.7179602516115287,1.5865956626268471,32.88091025641025,36.478602564102566,35.5091923076923,33.27065384615384,51.11080769230769,50.496141025641016,23.099153846153847
4.0,50.063944541391834,53.15674175240845,57.48688821550475,55.254402955939426,50.876632943592924,46.9828191005003,53.97910503696084,11.678464281560819,4.935828570801633,19.73018855851364,7.572932880010435,1.014321423164085,3.7029400035108546,1.5906828586161623,32.89541415830546,36.491432552954294,35.502347826086954,33.28345150501672,51.121680602006684,50.50736399108137,23.1154347826087
6.0,50.370532821422124,53.23397156751919,57.998586764017716,55.50383991089904,50.91812546468119,47.088432150187394,54.039691509710565,11.722606298133334,5.0086687482666665,19.7793312304,7.584728115466667,1.0016937338666667,3.7133312218666665,1.5944937616000001,32.90944332961724,36.50321646228168,35.49549219620958,33.29503400222965,51.135387959866215,50.518703084355245,23.130996655518395
8.0,50.66704244605629,53.30955165721513,58.494811283857416,55.74504013446741,50.95837995033656,47.19061704902067,54.09852759189141,11.6739,5.045798009788839,19.743607970476337,7.641584169811751,0.9853316796398762,3.7086881261548523,1.556651466171226,32.92299777034559,36.513954292084726,35.488625418060195,33.30540133779264,51.15192976588628,50.530158305462635,23.145839464882943
10.0,50.95347341529434,53.38348202149627,58.97556177502386,55.97800362664452,50.99739640055901,47.28937379700014,54.155613283503385,11.667628649470975,4.922458363608302,19.787718676246865,7.660632536262595,0.9870320490050293,3.7276756231580856,1.5665028559319751,32.93607748049052,36.52364604236343,35.48174749163879,33.31455351170568,51.17130602006688,50.54172965440355,23.159963210702344
12.0,51.22982572913628,53.45576266036261,59.44083823751705,56.20273038743039,51.03517481534857,47.384702394125796,54.210948584546486,11.757324205917733,4.968813973480584,19.828860725856845,7.637390866161456,0.9939075244782964,3.687962899931458,1.5956806491393714,32.94868246005202,36.5322917131178,35.47485841694537,33.322490523968774,51.19351672240801,50.55341713117798,23.17336789297659
14.0,51.4960993875821,53.526393573814154,59.890640671336975,56.419220416825006,51.07171519470522,47.47660284039763,54.26453349502071,11.745676628750683,4.958268682059766,19.860136836454366,7.676046742498634,1.015431334752158,3.7292084575441597,1.6020392982549987,32.960812709030094,36.539891304347826,35.467958193979925,33.32921237458193,51.21856187290969,50.565220735785935,23.186053511705687
16.0,51.752294390631796,53.59537476185089,60.32496907648365,56.627473714828376,51.10701753862896,47.56507513581567,54.316368014926056,11.767267368743584,4.87208594718705,19.899698444898966,7.705782394489499,1.008321761068356,3.742920720885628,1.6246155561833968,32.97246822742474,36.54644481605351,35.46104682274247,33.33471906354514,51.24644147157189,50.577140468227405,23.198020066889633
18.0,51.998410738285386,53.662706224472835,60.74382345295706,56.8274902814405,51.1410818471198,47.65011928037988,54.36645214426253,11.725872131147542,5.071439344262296,19.98986885245902,7.651980327868853,1.0056016393442622,3.7472934426229507,1.5952803278688525,32.98364901523596,36.551952248234855,35.45412430323299,33.3390105908584,51.27715551839463,50.58917632850239,23.209267558528428
20.0,52.23444843054285,53.72838796167998,61.14720380075721,57.01927011666137,51.173908120177735,47.73173527409029,54.414785883030135,11.757917388608154,4.906057729772017,19.99213725421605,7.6240453075658365,0.9971782673404292,3.7634975354027467,1.5854316654635192,32.994355072463755,36.55641360089186,35.4471906354515,33.342086956521726,51.31070401337791,50.6013283166109,23.21979598662207
22.0,52.4604074674042,53.79241997347232,61.53511011988411,57.20281322049099,51.205496357802765,47.80992311694689,54.46136923122886,11.833821164131258,4.910420226768007,20.038693092037647,7.729409844142709,1.013457635544391,3.7227522085983185,1.6009807881518696,33.00458639910812,36.55982887402452,35.44024581939798,33.3439481605351,51.34708695652172,50.61359643255293,23.229605351170566
24.0,52.67628784886943,53.85480225984982,61.907542410337705,57.378119592929345,51.23584655999487,47.88468280894964,54.50620218885867,11.793745811879154,4.977175866648002,20.03774876684965,7.739039903577567,1.0112128070580313,3.7178600964224326,1.6003295579020114,33.01434299516905,36.56219806763281,35.43328985507243,33.34459420289852,51.38630434782604,50.62598067632846,23.23869565217389
26.0,52.88881048861728,53.914339471463684,62.27555598716605,57.547003657969114,51.265111425356935,47.95798642893872,54.5498402747821,11.831301511171372,4.845224618315701,20.112427141651573,7.61843064460522,0.9820025134303475,3.7122422123281327,1.582827134576198,33.02418840579707,36.558067632850204,35.42475362318837,33.33524637681157,51.43201932367145,50.6370096618357,23.246125603864712
28.0,53.085367793118614,53.974599883837186,62.62008271491386,57.703129106885285,51.292408174699446,48.02622883835063,54.590807860414714,11.766039622677123,4.963844709646366,20.117529943750768,7.619936839472616,0.9956142812650415,3.720154373000368,1.6093691285143974,33.03107246376809,36.55505314009658,35.41734299516905,33.32566183574877,51.4832173913043,50.648362318840526,23.25155072463766
30.0,53.26835752910082,54.04278403376316,62.94466707732737,57.84866566259466,51.31847437600388,48.08935709331536,54.62906881545466,11.829933170059237,5.010239564581111,20.09897485601716,7.646580220242064,1.0150160369570784,3.686974856017162,1.5910508183098804,33.03633816425118,36.55239130434779,35.41079227053137,33.317507246376785,51.53860386473424,50.659917874396086,23.25636231884056
32.0,53.43898217057639,54.09970544986214,63.250869009385696,57.98598069354589,51.34340134922612,48.14852060734096,54.66536799242837,11.817736256501961,4.991277948235294,20.167947069364708,7.719538738698039,1.0191431426509803,3.689239209537255,1.6157573665882354,33.0407101449275,36.548763285024116,35.403661835748764,33.31254589371977,51.59623188405792,50.67272946859898,23.260777777777758
34.0,53.59920154091089,54.15229000445833,63.54019541359773,58.115522943301926,51.36713276751751,48.20424860704026,54.70040468472824,11.825044206940557,4.950236222830561,20.121507972789395,7.711794978799605,1.0267748713568252,3.70624926210275,1.6069567995636425,33.04613526570045,36.5458985507246,35.396338164251176,33.309603864734264,51.65345410628015,50.6848019323671,23.26628502415457
36.0,53.75053868241151,54.20101642347621,63.81342855846881,58.238924219951684,51.389520733006385,48.257020729093405,54.73396604922565,11.79231816275568,4.865292701664234,20.075210864419915,7.678722712346429,1.0048190948294922,3.737815461487082,1.576342703642419,33.05278260869562,36.544352657004794,35.389207729468566,33.305729468599004,51.70870048309173,50.69469565217386,23.269594202898528
38.0,53.893457247518356,54.24570345784914,64.0708145917432,58.356447298475736,51.411393517800086,48.30706638150917,54.7665512506433,11.884901841028592,5.007052758517434,20.233483590083335,7.656914524514725,1.0112381815614766,3.689621795848454,1.5663108969157418,33.06086956521736,36.542903381642475,35.38265700483088,33.30157487922702,51.76208212560382,50.704526570048266,23.27106763285022
40.0,54.02889559693791,54.29201365450853,64.31450471309539,58.468480557963304,51.43270741221532,48.355285857413385,54.797842226901906,11.845229545454545,4.9614306818181815,20.15658636363636,7.704569318181818,0.9993806818181818,3.755715909090909,1.567144318181818,33.06943961352654,36.541550724637645,35.37524637681156,33.29896618357484,51.8148212560386,50.719410628019276,23.274719806763265
42.0,54.15824635344071,54.338504343535526,64.54777117404163,58.575715174607126,51.45293666754225,48.400997468441005,54.82826380512252,11.823411354267286,5.011854633075221,20.2226494378553,7.730029891582609,1.009414426269312,3.7021865676447456,1.5727339925997477,33.077536231884025,36.5402946859903,35.3667101449275,33.29790338164248,51.867473429951644,50.73968599033812,23.279787439613507
44.0,54.281789939093684,54.37995474534855,64.77098652835062,58.67889484785094,51.47287864048577,48.44483050788621,54.85828152978537,11.865283744761774,4.949641360002724,20.252835953360094,7.794044792797701,1.0104236407728422,3.715977338584484,1.5981384219307437,33.0865990338164,36.539135265700445,35.35856038647339,33.298386473429915,51.91871980676323,50.762739130434746,23.284951690821234
46.0,54.39909235128332,54.429854026002154,64.98584415415236,58.77842385978483,51.49210336526862,48.486732450544665,54.887577697898756,11.875943919519619,4.9902096303103916,20.223504622566125,7.6910543951653505,1.0135627574727344,3.7027242790763437,1.5829121341825247,33.09624154589369,36.54112077294682,35.351086956521705,33.30041545893717,51.969589371980625,50.788400966183524,23.290115942028965
48.0,54.51086156153082,54.47969685912746,65.19274587115365,58.875181661268726,51.51085728618211,48.52671608379893,54.9158426284484,11.862280602071435,4.901294068439902,20.3013506895445,7.708634327445756,1.0012059825053874,3.724553738110643,1.5900059672218005,33.10607729468596,36.544521739130396,35.34457971014489,33.30399033816422,52.022285024154534,50.81589855072459,23.295183574879207
50.0,54.61677243638145,54.53203356582591,65.39019520566495,58.96885809886547,51.52908768810774,48.56552828865712,54.94367813172207,11.834555274884735,4.965865318829245,20.214429638358308,7.733609552013008,1.0048462317841265,3.7497000030874363,1.5915085434505187,33.11571980676325,36.54705314009658,35.3375024154589,33.30728502415455,52.0760096618357,50.84445893719801,23.30005797101447
52.0,54.717014325183065,54.57264239639674,65.57900121154616,59.05959467101387,51.546937842164155,48.60271353799954,54.97079099031382,11.835949995151513,5.001118206783487,20.213595454316252,7.733172729388431,0.9840363615911832,3.7365772762358147,1.594509095246284,33.12478260869562,36.55070048309175,35.32949275362316,33.31086956521736,52.130014492753574,50.87148309178739,23.302816425120753
54.0,54.812995587982,54.61298688102022,65.7590717923079,59.14746712274353,51.56430213505902,48.638781991173474,54.99760637809646,11.907543780853741,4.994426352724808,20.361059210144226,7.725752250508179,1.0142502468299293,3.6913223744071244,1.5840442648339947,33.13287922705311,36.55327536231881,35.321966183574844,33.315314009661805,52.18420289855067,50.89737198067628,23.302710144927516
56.0,54.90570613136649,54.65524418945065,65.93209970526955,59.23276470203745,51.58137961020168,48.673479143977154,55.02394124127325,11.86611701258487,4.860731810766721,20.260569159583536,7.662139289517331,0.9939776617908587,3.72110743789949,1.6025297965341911,33.13962318840577,36.553241545893684,35.31511594202895,33.318792270531375,52.240352657004784,50.92313043478256,23.30076811594201
58.0,54.99639993267988,54.70300028523666,66.09985282060143,59.31622514885611,51.59747585950657,48.70727612813606,55.049963773375666,11.902724487875153,4.969290203243667,20.35937843830157,7.782452912121836,0.9916304004638112,3.697675500077804,1.6096313624704472,33.14645410628017,36.550888888888856,35.30913526570045,33.3243526570048,52.29790821256034,50.94676328502411,23.298623188405777
60.0,55.08446035173725,54.73886929184078,66.2619645984758,59.39781078103717,51.613382806588525,48.73964931745411,55.07561023137909,11.901452845182291,4.918715029459906,20.461298433756994,7.787616061949367,0.9987279822683465,3.681407775770454,1.5843668377755318,33.153637681159395,36.54650724637678,35.30421739130431,33.33086956521736,52.354584541062756,50.96749758454102,23.29673429951689
62.0,55.17030059463439,54.77260890791031,66.4200849176517,59.47760335989085,51.629031493815525,48.770659444851475,55.100817206110264,11.837140145333333,5.006238528533333,20.352942729066665,7.70298906,1.0019072869333334,3.7279010309333334,1.5961890664,33.161487922705284,36.54038647342992,35.30055555555552,33.33543961352654,52.40692270531396,50.986386473429896,23.295608695652152
64.0,55.254252254599926,54.80428342838204,66.57450949631924,59.555087115547835,51.6438337152669,48.8001679015311,55.12587563060375,11.884779989116332,5.017508012662505,20.247207991012196,7.804288028110293,1.0130320050088284,3.688255999110582,1.5657839951550117,33.17036714975842,36.53403864734296,35.298342995169044,33.339999999999975,52.45751207729464,51.003309178743905,23.29702415458935
66.0,55.33558168156647,54.834507924158295,66.72224044922092,59.6315008141371,51.658251207161484,48.82896136617912,55.15030681234519,11.950195995885714,5.026988404114286,20.426431731657143,7.689215151542857,1.0121258889142857,3.7500866038857144,1.5860111538285713,33.18008212560383,36.52719806763281,35.297772946859865,33.343487922705286,52.50776811594198,51.01819323671493,23.297980676328482
68.0,55.41438522773319,54.87378096073825,66.86592706041758,59.70616030963066,51.67205842668811,48.85657867610297,55.1743917535642,11.907551428040621,4.9893800023113135,20.373851427894333,7.694954285731004,1.0025142866964896,3.7744971456741867,1.6048485709353797,33.18988405797098,36.51782125603861,35.29843478260865,33.34549275362316,52.556154589371936,51.03101449275357,23.29852657004829
70.0,55.49121429674958,54.916073541631974,67.00517155666785,59.77958837041151,51.68540284081388,48.882964675880004,55.19845304193789,11.872735805437213,5.081732780265295,20.35321184200783,7.758563090730474,0.9820708002784264,3.720280996904728,1.6022898068293454,33.19602415458934,36.5050869565217,35.30053623188402,33.345048309178715,52.60362801932362,51.03874879227048,23.301154589371958
72.0,55.56556745946107,54.951555590295975,67.13941595436818,59.85156829748612,51.69874893435381,48.908079556654975,55.222059012848746,11.901575631910866,4.937125365319916,20.39755122925522,7.759249224917515,1.0255187845583869,3.6918669974309024,1.5668076224349636,33.199579710144896,36.49060386473426,35.30311111111107,33.341236714975814,52.64819323671493,51.0431980676328,23.302357487922684
74.0,55.6377349022556,54.98705571332872,67.26897227159289,59.92269718998268,51.71170223243183,48.93221552187005,55.24541626174024,11.914134929189643,4.945969839271147,20.347687544677527,7.746601912161351,0.9865885127007885,3.746426307743941,1.6063899480160606,33.20223188405794,36.47541062801929,35.304623188405756,33.33439613526567,52.68728502415454,51.04676811594198,23.301057971014473
76.0,55.70773859970641,55.024816344781954,67.39408164244605,59.99182222427846,51.72458105063522,48.95574393366987,55.26823291206657,11.89590867446154,4.945059683446154,20.422159542646153,7.735732673476923,0.9856759817846155,3.722555775507692,1.5663192324923079,33.20388405797098,36.45999033816422,35.30536231884054,33.32369082125601,52.72194202898545,51.04886473429947,23.300400966183552
